Year,Institute_ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
2016,NIRF-PHRM-1-2454907332,Raghavendra Institute Of Pharmaceuatical Education & Research (Riper)-Anantapur,ANANTAPUR,Andhra Pradesh,55.05,20.0,41.9,58.16,63.06,76.86,40.0
2016,NIRF-PHRM-1-2456035676,S.E.T's College Of Pharmacy,DHARWAD,Karnataka,54.96,21.0,60.33,58.04,64.62,53.73,17.0
2016,NIRF-PHRM-1-2451162145,University Institute Of Pharmacy,RAIPUR,Chhattisgarh,54.83,22.0,45.74,56.22,71.6,58.05,48.0
2016,NIRF-PHRM-1-2453862861,Goa College Of Pharmacy-Panaji,PANAJI,Goa,54.46,23.0,84.35,34.08,65.65,32.5,42.0
2016,NIRF-PHRM-1-2453769605,H.R.Patel Institute Of Pharmaceutical Education And Research-Shirpur,SHIRPUR,Maharashtra,54.18,24.0,56.1,71.03,38.36,38.81,45.0
2016,NIRF-PHRM-1-2453885690,"Bharati Vidyapeeth College Of Pharmacy, Kolhapur-Kolhapur",KOLHAPUR,Maharashtra,53.97,25.0,54.5,56.83,45.54,58.67,49.0
2016,NIRF-PHRM-1-2451386051,Sree Siddaganga College Of Pharmacy,TUMKUR,Karnataka,53.94,26.0,61.76,56.28,58.01,65.52,0.0
2016,NIRF-PHRM-1-2451478600,Periyar College Of Pharmaceuitcal Sciences-Tiruchirappalli,TIRUCHIRAPPALLI,Tamil Nadu,53.17,27.0,54.83,41.84,75.9,63.83,32.0
2016,NIRF-PHRM-1-2453873202,"Mvp Samaj`s College Of Pharmacy, Nashik-Nashik",NASHIK,Maharashtra,53.16,28.0,58.57,31.55,70.64,51.98,77.0
2016,NIRF-PHRM-1-2454749923,Raj Kumar Goel Institute Of Technology (Pharmacy),GHAZIABAD,Uttar Pradesh,52.75,29.0,45.02,36.54,95.08,69.31,36.0
2016,NIRF-PHRM-1-2453414059,Sinhgad Institute Of Pharmacy-Pune,PUNE,Maharashtra,52.74,30.0,52.09,67.37,55.4,38.12,29.0
2016,NIRF-PHRM-1-2452338246,Smt. Slt Institute Of Phrmaceutical Sciences,BILASPUR,Chhattisgarh,52.37,31.0,66.18,61.95,47.68,45.21,0.0
2016,NIRF-PHRM-1-2451471300,Nandha College Of Pharmacy-Erode,ERODE,Tamil Nadu,52.35,32.0,66.38,54.09,47.14,49.61,17.0
2016,NIRF-PHRM-1-2460065842,Aissms College Of Pharmacy,PUNE,Maharashtra,52.17,33.0,50.23,69.71,43.71,33.56,46.0
2016,NIRF-PHRM-1-2452271975,A.R.College Of Pharmacy & G.H.Patel Institute Of Pharmacy,ANAND,Gujarat,52.11,34.0,56.1,47.91,49.36,28.97,92.0
2016,NIRF-PHRM-1-2456282876,Vinyaka Mission`s College Of Pharmacy-Kondappanaikenpatty,KONDAPPANAIKENPATTY,Tamil Nadu,51.43,35.0,66.08,40.91,51.68,61.79,23.0
2016,NIRF-PHRM-1-2449833713,"Department Of Pharmaceutical Sciences, Dibrugarh University-Dibrugarh",DIBRUGARH,Assam,51.41,36.0,63.96,67.25,30.0,44.55,9.0
2016,NIRF-PHRM-1-2451281464,Maliba Pharmacy College,TARSADI,Gujarat,51.19,37.0,40.98,46.6,73.21,30.51,94.0
2016,NIRF-PHRM-1-2455742132,N.E.T Pharmacy College.,RAICHUR,Karnataka,50.54,38.0,60.07,45.37,69.98,40.68,23.0
2016,NIRF-PHRM-1-2454675418,Shri Vishnu College Of Pharmacy-Bhimavaram,BHIMAVARAM,Andhra Pradesh,50.36,39.0,58.61,47.33,56.88,61.22,9.0
2016,NIRF-PHRM-1-2453049273,"Shri G.S. Institute Of Tech. & Science, Indore (M.P.)",INDORE,Madhya Pradesh,50.22,40.0,41.15,61.35,69.89,48.6,17.0
2016,NIRF-PHRM-1-2455890687,Mallige College Of Pharmacy,BANGALORE,Karnataka,49.93,41.0,42.72,37.82,75.27,75.15,32.0
2016,NIRF-PHRM-1-2450664189,Acharya & B M Reddy College Of Pharmacy-Bangalore,BANGALORE,Karnataka,49.92,42.0,47.22,51.27,49.98,58.89,40.0
2016,NIRF-PHRM-1-2456108290,Maratha Mandal`s  College Of Pharmacy-Belgaum,BELGAUM,Karnataka,49.83,43.0,64.22,34.38,66.34,45.65,35.0
2016,NIRF-PHRM-1-2450557777,B. R. Nahata College Of Pharmacy-Mandsaur,MANDSAUR,Madhya Pradesh,49.67,44.0,44.31,52.1,62.38,44.51,47.0
2016,NIRF-PHRM-1-2449943151,J.K.K.Nattraja College Of Pharmacy,KOMARAPALAYAM,Tamil Nadu,49.56,45.0,65.46,27.48,58.63,58.41,41.0
2016,NIRF-PHRM-1-2453823228,Sinhgad Technical Education Society`s Sinhgad College Of Pharmacy-Pune,PUNE,Maharashtra,48.89,46.0,39.32,65.09,52.05,45.88,29.0
2016,NIRF-PHRM-1-2452443389,Shree Dhanvantary Pharmacy College-Surat,SURAT,Gujarat,48.81,47.0,40.35,60.15,68.92,40.06,23.0
2016,NIRF-PHRM-1-2451314061,Kle College Of Pharmacy-Bangalore,BANGALORE,Karnataka,48.69,48.0,47.01,64.81,22.53,59.25,29.0
2016,NIRF-PHRM-1-2449872793,Seemanta Institute Of Pharmaceutical Sciences-Baripada,BARIPADA,Odisha,48.15,49.0,34.84,59.0,35.58,41.92,84.0
2016,NIRF-PHRM-1-2456288912,"College Of Pharmacy, Madras Medical College",CHENNAI,Tamil Nadu,48.0,50.0,56.76,44.07,46.91,47.25,36.0
2017,IR17-PHRM-2-17784,Jamia Hamdard,New Delhi,Delhi,73.64,1.0,62.25,90.03,85.45,59.05,49.7
2017,IR17-PHRM-1-1-NIP-1,"National Institute of Pharmaceutical Education and Research, Mohali",S.A.S. Nagar (Mohali),Punjab,73.18,2.0,71.97,80.91,69.53,70.26,63.84
2017,IR17-PHRM-2-18023,University Institute of Pharmaceutical Sciences,Chandigarh,Chandigarh,69.59,3.0,68.01,57.93,87.0,90.44,53.75
2017,IR17-PHRM-2-18261,Institute of Chemical Technology,Mumbai,Maharashtra,65.67,4.0,75.12,64.44,65.19,60.6,46.98
2017,IR17-PHRM-2-18693,"National Institute of Pharmaceutical Education and Research, Hyderabad",Hyderabad,Telangana,65.14,5.0,88.8,44.84,65.74,77.3,41.71
2017,IR17-PHRM-2-18599,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,64.79,6.0,69.09,57.7,75.2,55.81,61.34
2017,IR17-PHRM-1-1-2812279307,Manipal College of Pharmaceutical Sciences,Manipal,Karnataka,59.64,7.0,74.94,41.95,56.0,65.21,68.5
2017,IR17-PHRM-1-1-2816342749,"Poona College of Pharmacy, Erandwane, Pune",Pune,Maharashtra,54.69,8.0,62.33,39.08,57.71,70.28,57.02
2017,IR17-PHRM-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu,54.28,9.0,58.35,51.02,58.17,74.65,23.81
2017,IR17-PHRM-1-17445,JSS College of Pharmacy,Mysore,Karnataka,52.83,10.0,58.78,31.95,54.39,86.27,61.08
2017,IR17-PHRM-1-22,Dr. Harisingh Gour Vishwavidyalaya-Sagar,Sagar,Madhya Pradesh,51.13,11.0,42.06,63.2,40.57,64.03,50.37
2017,IR17-PHRM-2-1-2811781771,Birla Institute of Technology,Ranchi,Jharkhand,51.09,12.0,67.49,43.97,38.74,61.74,37.3
2017,IR17-PHRM-2-1-33,Annamalai University,Annamalainagar,Tamil Nadu,50.91,13.0,53.2,62.41,49.88,47.95,14.53
2017,IR17-PHRM-1-17860,Delhi Institute of Pharmaceutical Sciences and Research,New Delhi,Delhi,48.44,14.0,55.67,22.31,68.27,61.39,52.64
2017,IR17-PHRM-1-1-2809301801,Bombay College of Pharmacy,Mumbai,Maharashtra,47.87,15.0,62.57,28.35,48.81,50.39,58.0
2017,IR17-PHRM-2-18406,Nirma University,Ahmedabad,Gujarat,47.57,16.0,59.32,33.29,52.74,65.97,26.27
2017,IR17-PHRM-1-17497,JSS College of Pharmacy,Ootacamund,Tamil Nadu,47.13,17.0,48.44,25.86,60.67,74.65,52.5
2017,IR17-PHRM-2-1-31,Andhra University,Visakhapatnam,Andhra Pradesh,46.25,18.0,48.49,42.54,51.34,60.2,26.52
2017,IR17-PHRM-2-1-661,Sri Ramachandra University,Chennai,Tamil Nadu,45.97,19.0,64.04,31.42,31.83,71.07,38.54
2017,IR17-PHRM-2-18508,Banasthali Vidyapith,Banasthali,Rajasthan,45.76,20.0,53.1,25.57,73.17,65.64,9.68
2017,IR17-PHRM-1-17804,I.S. F. College of Pharmacy,Moga,Punjab,45.13,21.0,47.59,50.59,40.21,57.42,18.86
2017,IR17-PHRM-1-17138,"Department of Pharmaceutical Sciences, Dibrugarh University",Dibrugarh,Assam,45.12,22.0,52.26,40.24,56.46,48.3,12.48
2017,IR17-PHRM-1-17207,L. M. College of Pharmacy,Ahmedabad,Gujarat,44.4,23.0,65.76,9.59,61.08,56.96,38.72
2017,IR17-PHRM-1-17689,Y. B. Chavan College of Pharmacy,Aurangabad,Maharashtra,41.85,24.0,55.29,15.24,56.83,57.32,35.86
2017,IR17-PHRM-2-18265,Integral University,Lucknow,Uttar Pradesh,41.57,25.0,54.92,32.74,40.78,62.05,9.07
2017,IR17-PHRM-1-18020,Acharya Nagarjuna University College of Pharmaceutical Sciences,Guntur,Andhra Pradesh,41.5,26.0,47.76,29.61,59.8,57.61,5.69
2017,IR17-PHRM-1-1-2811891107,N.G.S.M.Institute of Pharmaceutical Sciences,Mangalore,Karnataka,40.63,27.0,54.3,9.22,52.18,80.96,30.3
2017,IR17-PHRM-1-17868,"Department of Pharmaceutical Sciences, Maharshi Dayanand University, Rohtak.",Rohtak,Haryana,40.53,28.0,50.85,24.79,44.38,67.11,22.45
2017,IR17-PHRM-1-17747,Prin.K.M.Kundnani College of Pharmacy,Mumbai,Maharashtra,40.37,29.0,54.83,17.65,51.98,56.77,25.39
2017,IR17-PHRM-1-1-2809439609,Goa College of Pharmacy,Panaji,Goa,40.01,30.0,66.17,1.9,57.14,55.21,26.37
2017,IR17-PHRM-2-1-155,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh,39.2,31.0,52.97,16.8,48.27,62.99,23.16
2017,IR17-PHRM-1-17659,"Sanjivani College of Pharmaceutical Education and Research, Kopargaon",Kopargaon,Maharashtra,38.44,32.0,59.98,9.09,53.6,70.0,0.03
2017,IR17-PHRM-1-17136,"College of Pharmacy, Madras Medical College",Chennai,Tamil Nadu,38.34,33.0,53.18,15.54,39.6,70.0,28.13
2017,IR17-PHRM-1-17848,Smt. Kishoritai Bhoyar College of Pharmacy,Kamptee,Maharashtra,38.2,34.0,63.7,8.93,48.84,62.94,3.49
2017,IR17-PHRM-2-18215,Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,38.1,35.0,67.94,17.87,34.35,45.94,9.02
2017,IR17-PHRM-1-1-2809406046,"Bharati Vidyapeeth College of Pharmacy, Kolhapur",Kolhapur,Maharashtra,37.67,36.0,54.35,7.77,44.58,61.5,39.57
2017,IR17-PHRM-2-1-N002,KLE Academy of Higher Education and Research,Belagavi,Karnataka,37.61,37.0,61.47,13.43,42.63,56.8,9.25
2017,IR17-PHRM-1-1-2809276349,R. C. Patel Institute of Pharmaceutical Education & Research,Shirpur,Maharashtra,37.53,38.0,56.58,18.06,39.27,61.89,10.91
2017,IR17-PHRM-2-1-629,Shoolini University of Biotechnology and Management Sciences-Solan,Solan,Himachal Pradesh,37.45,39.0,46.47,16.88,57.11,48.71,21.56
2017,IR17-PHRM-1-22444,Padmashree Dr D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,37.42,40.0,60.63,4.09,43.42,69.48,23.67
2017,IR17-PHRM-1-17165,P. E. Society's Modern College of Pharmacy,Pune,Maharashtra,37.06,41.0,53.03,18.15,41.74,64.01,9.48
2017,IR17-PHRM-1-17092,SVKM's Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,36.93,42.0,54.66,12.47,60.46,46.68,0.28
2017,IR17-PHRM-2-18385,Narsee Monjee Institute of Management Studies -Mumbai,Mumbai,Maharashtra,36.64,43.0,50.22,15.85,48.31,49.61,21.98
2017,IR17-PHRM-2-1-216,Guru Jambeshwar University of Science and Technology,Hissar,Haryana,36.59,44.0,59.35,25.41,14.44,58.42,24.34
2017,IR17-PHRM-1-17169,Institute of Pharmaceutical Education and Research,Wardha,Maharashtra,36.28,45.0,52.27,26.25,28.56,65.08,5.11
2017,IR17-PHRM-1-17491,PSG College of Pharmacy,Coimbatore,Tamil Nadu,36.21,46.0,53.15,14.0,41.46,69.95,7.7
2017,IR17-PHRM-1-23151,MVP Samaj's College of Pharmacy,Nashik,Maharashtra,36.11,47.0,55.37,1.47,54.42,69.38,12.4
2017,IR17-PHRM-1-1-2813272662,Chalapathi Institute of Pharmaceutical Sciences,Guntur,Andhra Pradesh,36.1,48.0,55.93,6.16,45.87,67.21,15.81
2017,IR17-PHRM-1-1-2815712186,Gurunanak College of Pharmacy,Nagpur,Maharashtra,35.99,49.0,61.31,6.77,44.87,65.0,0.98
2017,IR17-PHRM-1-17746,AISSMS College of Pharmacy,Pune,Maharashtra,35.7,50.0,53.59,15.65,39.19,63.11,7.66
2018,IR-1-P-P-U-0380,National Institute of Pharmaceutical Education and Research Mohali,Mohali,Punjab,78.2,1.0,76.32,78.13,81.25,57.18,98.87
2018,IR-5-P-OEMDP-U-0107,Jamia Hamdard,New Delhi,Delhi,77.17,2.0,69.51,85.63,84.91,52.57,83.87
2018,IR-6-P-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,76.5,3.0,72.85,82.97,81.05,63.93,71.54
2018,IR-3-P-OEP-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,73.69,4.0,77.9,71.2,78.92,56.12,75.73
2018,IR-3-P-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,71.92,5.0,76.45,64.98,74.66,71.02,74.72
2018,IR-1-P-P-I-1077,National Institute of Pharmaceutical Education and Research Hyderabad,Hyderabad,Telangana,67.68,6.0,80.14,58.75,76.38,56.88,50.45
2018,IR-1-P-P-C-7249,Manipal College of Pharmaceutical Sciences,Udupi,Karnataka,66.31,7.0,77.25,45.76,62.9,68.34,100.0
2018,IR-1-P-P-C-33873,Bombay College of Pharmacy,Mumbai,Maharashtra,57.94,8.0,71.07,38.85,59.68,47.99,82.19
2018,IR-6-P-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,57.61,9.0,75.46,30.96,82.3,59.76,32.43
2018,IR-1-P-P-C-35007,JSS College of Pharmacy,Mysore,Karnataka,57.34,10.0,66.54,31.24,58.14,66.69,97.12
2018,IR-1-P-P-C-35430,Poona College of Pharmacy,Pune,Maharashtra,57.11,11.0,66.89,39.12,61.71,55.87,73.69
2018,IR-6-P-OEMADP-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,56.78,12.0,65.18,44.61,74.41,52.02,37.72
2018,IR-5-P-OEMAP-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,56.63,13.0,70.04,48.43,56.77,57.26,40.13
2018,IR-1-P-P-N-14,National Institute of Pharmaceutical Education and Research Ahmedabad,Gandhinagar,Gujarat,55.95,14.0,86.56,16.77,68.82,74.24,37.72
2018,IR-1-P-P-C-35006,JSS College of Pharmacy,Nilgiri,Tamil Nadu,55.67,15.0,65.42,26.37,65.92,70.87,78.62
2018,IR-2-P-OP-U-0383,Punjabi University,Patiala,Punjab,53.2,16.0,59.83,58.53,53.29,40.76,29.52
2018,IR-4-P-OEMP-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,53.41,,68.42,25.73,80.9,66.84,22.99
2018,IR-1-P-P-C-10398,I. S. F. College of Pharmacy,Moga,Punjab,52.15,17.0,46.55,63.41,57.52,47.23,29.52
2018,IR-1-P-P-C-436,"Institute of Pharmacy, Nirma University",Ahmedabad,Gujarat,51.64,18.0,60.87,38.72,54.93,53.75,53.96
2018,IR-1-P-P-C-6370,Delhi Institute of Pharmaceutical Sciences & Research,New Delhi,Delhi,49.68,19.0,60.5,18.73,70.07,50.94,68.09
2018,IR-6-P-OEMDPC-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,49.22,20.0,65.79,47.82,39.08,33.08,40.13
2018,IR-3-P-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,Chennai,Tamil Nadu,48.87,21.0,66.65,30.83,42.88,53.2,57.2
2018,IR-1-P-P-C-24505,KLE College of Pharmacy,Belgaum,Karnataka,47.82,22.0,65.38,17.67,55.79,63.46,53.96
2018,IR-1-P-P-C-409,L. M. College of Pharmacy,Ahmedabad,Gujarat,46.04,24.0,66.2,11.07,59.75,53.5,55.61
2018,IR-1-P-P-C-19322,N. G. S. M. Institute of Pharmaceutical Sciences,Mangalore,Karnataka,45.56,25.0,61.09,7.31,56.68,72.71,64.33
2018,IR-4-P-MAPC-U-0379,Lovely Professional University,Jalandhar,Punjab,45.42,26.0,61.52,35.22,42.5,63.68,15.24
2018,IR-5-P-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,45.33,27.0,42.05,50.98,45.91,53.03,29.52
2018,IR-1-P-P-I-1450,"AU College of Pharmaceutical Sciences, Andhra University",Visakhapatnam,Andhra Pradesh,44.43,28.0,57.0,21.71,61.65,55.36,29.52
2018,IR-1-P-P-I-1244,"Department of Pharmaceutical Sciences, Dibrugarh University",Dibrugarh,Assam,44.42,29.0,58.98,30.19,58.93,29.26,29.52
2018,IR-4-P-OEMP-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,44.22,30.0,63.86,22.34,58.79,50.8,15.24
2018,IR-1-P-P-C-45540,PSG College of Pharmacy,Coimbatore,Tamil Nadu,43.62,31.0,49.31,22.77,50.73,52.85,65.62
2018,IR-1-P-P-C-33877,SVKM`s Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,43.26,32.0,57.12,20.17,66.99,51.45,15.24
2018,IR-6-P-OEMALP-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,43.03,33.0,54.02,35.54,36.42,56.36,32.43
2018,IR-1-P-P-C-34531,Y. B. Chavan College of Pharmacy,Aurangabad,Maharashtra,42.59,34.0,60.96,21.21,46.02,52.19,35.16
2018,IR-5-P-OEMLP-U-0085,Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,42.58,35.0,69.88,30.9,37.6,48.28,0.0
2018,IR-6-P-OEMADP-U-0519,Integral University,Lucknow,Uttar Pradesh,42.52,36.0,57.53,33.3,47.05,43.37,15.24
2018,IR-1-P-P-C-30858,Goa College of Pharmacy,Panaji,Goa,41.96,37.0,67.63,0.58,65.78,50.99,32.43
2018,IR-1-P-P-C-30768,"College of Pharmacy, Pt. B. D. Sharma, PGIMS",Rohtak,Haryana,41.49,38.0,53.79,23.92,58.09,54.72,10.75
2018,IR-1-P-P-C-26907,Raghavendra Institute of Pharmaceuatical Education & Research,Anantapur,Andhra Pradesh,41.39,39.0,63.68,4.23,68.43,58.01,15.24
2018,IR-1-P-P-I-1045,R. C. Patel Institute of Pharmaceutical Education & Research,Shirpur,Maharashtra,41.36,40.0,58.86,26.02,51.9,49.45,5.72
2018,IR-1-P-P-I-1243,"College of Pharmacy, Madras Medical College",Chennai,Tamil Nadu,41.3,41.0,57.63,9.64,48.44,55.6,58.72
2018,IR-1-P-P-C-33814,Bharati Vidyapeeth`s College of Pharmacy,Navi Mumbai,Maharashtra,41.14,42.0,64.96,14.71,46.75,52.54,26.38
2018,IR-4-P-OEMP-U-0491,VELS Institute of Science Technology & Advanced Studies,Chennai,Tamil Nadu,40.83,43.0,61.01,21.96,46.33,47.39,19.29
2018,IR-1-P-P-C-18900,Smt. Kishoritai Bhoyar College of Pharmacy,Kamptee,Maharashtra,40.77,44.0,64.2,7.78,50.29,55.96,35.16
2018,IR-5-P-OEMLP-U-0270,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh,40.11,45.0,55.12,16.88,51.68,46.47,35.16
2018,IR-1-P-P-C-33635,Principal K.M. Kundanani College of Pharmacy,Mumbai,Maharashtra,40.1,46.0,56.43,13.68,55.42,53.51,26.38
2018,IR-2-P-OP-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,39.74,47.0,62.48,20.76,39.96,35.43,32.43
2018,IR-2-P-OP-U-0093,Pt. Ravishankar Shukla University,Raipur,Chhattisgarh,39.61,48.0,45.61,31.3,53.76,47.14,10.75
2018,IR-1-P-P-I-1335,Dr. D. Y. Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,38.93,49.0,56.67,3.36,56.07,52.52,44.57
2018,IR-4-P-OEMP-U-0373,Chitkara University,Rajpura,Punjab,38.54,50.0,55.57,14.02,51.65,54.03,19.29
2019,IR-P-U-0107,Jamia Hamdard,New Delhi,Delhi,78.43,1.0,72.99,90.7,76.64,53.42,86.49
2019,IR-P-U-0078,Panjab University,Chandigarh,Chandigarh,78.1,2.0,71.04,88.14,72.91,71.22,86.49
2019,IR-P-U-0380,National Institute of Pharmaceutical Education and Research,Mohali,Punjab,74.59,3.0,73.5,69.0,82.27,59.19,94.74
2019,IR-P-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,74.32,4.0,78.95,69.55,82.04,58.48,75.22
2019,IR-P-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,69.09,5.0,79.85,60.57,66.76,68.53,67.6
2019,IR-P-I-1077,National Institute of Pharmaceutical Education and Research,Hyderabad,Telangana,68.29,6.0,79.95,55.53,83.48,65.19,44.17
2019,IR-P-C-7249,Manipal College of Pharmaceutical Sciences,Udupi,Karnataka,67.2,7.0,77.0,46.32,70.26,70.07,91.5
2019,IR-P-C-35006,JSS College of Pharmacy,Nilgiri,Tamil Nadu,63.17,8.0,75.7,24.45,84.2,73.49,89.43
2019,IR-P-N-14,National Institute of Pharmaceutical Education and Research,Gandhinagar,Gujarat,62.1,9.0,87.61,31.66,74.53,72.08,42.02
2019,IR-P-C-35007,JSS College of Pharmacy,Mysore,Karnataka,61.33,10.0,68.48,31.43,72.43,68.66,100.0
2019,IR-P-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,59.16,11.0,71.46,47.17,55.06,52.45,73.18
2019,IR-P-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,57.76,12.0,68.78,58.94,51.58,37.83,53.52
2019,IR-P-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,57.4,13.0,79.9,35.49,75.21,62.32,15.06
2019,IR-P-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,56.69,14.0,53.21,60.62,62.35,50.74,50.03
2019,IR-P-U-0436,Amrita School of Pharmacy,Kochi,Kerala,56.43,15.0,56.21,54.34,61.29,51.8,58.26
2019,IR-P-C-35430,Poona College of Pharmacy,Pune,Maharashtra,55.84,16.0,66.14,32.5,69.49,54.74,68.78
2019,IR-P-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,55.07,17.0,64.77,40.71,72.64,49.19,39.76
2019,IR-P-U-0383,Punjabi University,Patiala,Punjab,54.67,18.0,58.91,52.66,63.69,40.36,44.17
2019,IR-P-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,54.66,19.0,70.03,25.6,83.03,74.54,19.07
2019,IR-P-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,53.68,20.0,69.97,33.95,58.26,51.8,56.74
2019,IR-P-U-0146,Nirma University,Ahmedabad,Gujarat,53.44,21.0,63.55,40.65,62.54,52.49,44.17
2019,IR-P-C-24505,KLE College of Pharmacy,Belgaum,Karnataka,52.04,22.0,69.91,20.69,62.49,66.94,56.74
2019,IR-P-C-10398,I. S. F. College of Pharmacy,Moga,Punjab,52.01,23.0,55.47,50.58,55.33,49.26,42.02
2019,IR-P-C-33873,Bombay College of Pharmacy,Mumbai,Maharashtra,51.89,24.0,65.13,26.65,57.62,48.43,79.92
2019,IR-P-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,51.54,25.0,64.5,47.97,37.64,58.5,44.17
2019,IR-P-C-6370,Delhi Institute of Pharmaceutical Sciences & Research,New Delhi,Delhi,51.44,26.0,57.57,20.71,73.27,55.01,78.11
2019,IR-P-U-0379,Lovely Professional University,Phagwara,Punjab,50.71,27.0,66.55,41.68,48.95,58.4,26.1
2019,IR-P-U-0051,Dibrugarh University,Dibrugarh,Assam,48.79,28.0,62.37,36.42,60.26,36.22,34.81
