Year,Institute_ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
2024,IR-E-U-0439,Anna University,Chennai,Tamil Nadu,65.34,14.0,65.94,71.32,63.43,48.67,65.97
2024,IR-E-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,64.83,15.0,73.39,60.91,75.94,59.84,33.72
2024,IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,64.72,16.0,79.79,55.21,75.82,60.67,29.9
2024,IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal ",Surathkal,Karnataka,64.27,17.0,74.65,49.04,78.44,62.31,52.37
2024,IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,63.42,18.0,88.39,42.21,70.33,65.56,36.08
2024,IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,63.38,19.0,76.49,57.0,73.24,59.41,27.38
2024,IR-E-U-0391,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,63.04,20.0,73.19,52.49,79.47,58.14,36.28
2024,IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,61.72,21.0,76.99,48.25,75.28,58.05,32.9
2024,IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,61.56,22.0,77.3,46.4,73.59,65.15,32.06
2024,IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,61.29,23.0,78.05,49.58,65.28,62.49,37.03
2024,IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,61.28,24.0,66.48,58.75,75.46,66.84,19.33
2024,IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,61.19,25.0,77.36,37.59,79.48,67.93,40.1
2024,IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,60.97,26.0,82.08,42.44,66.25,73.63,30.12
2024,IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,60.78,27.0,73.1,43.87,76.17,55.57,49.0
2024,IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,60.61,28.0,87.05,40.25,72.26,66.24,13.5
2024,IR-E-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,60.35,29.0,70.75,51.69,73.58,64.01,24.95
2024,IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,59.91,30.0,75.21,59.52,61.72,63.28,8.23
2024,IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,59.86,31.0,74.9,41.8,79.03,70.51,19.9
2024,IR-E-U-0747,Chandigarh University,Mohali,Punjab,59.82,32.0,76.22,45.76,66.21,75.56,24.19
2024,IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,59.16,33.0,75.47,58.68,63.11,41.23,21.83
2024,IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,58.4,34.0,67.22,49.41,77.73,53.0,25.69
2024,IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,58.24,35.0,74.84,47.52,65.41,66.32,18.17
2024,IR-E-U-0458,Kalasalingam Academy of Research and Education,Srivilliputhur,Tamil Nadu,58.2,36.0,78.67,38.81,71.56,76.14,10.42
2024,IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,58.0,37.0,78.06,42.99,62.03,76.29,16.36
2024,IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,57.97,38.0,78.42,39.3,72.1,67.21,15.11
2024,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,57.89,39.0,74.71,43.37,73.89,55.62,21.28
2024,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,57.6,40.0,67.13,53.82,73.05,56.86,10.06
2024,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,56.93,41.0,71.23,49.07,66.74,54.19,20.74
2024,IR-E-U-0564,UPES,Dehradun,Uttarakhand,56.65,42.0,73.11,52.19,51.1,62.7,25.69
2024,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,56.35,43.0,69.24,48.66,69.43,59.76,11.12
2024,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,56.26,44.0,70.41,38.7,78.05,58.99,20.18
2024,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,55.67,45.0,77.19,30.17,67.64,77.54,21.83
2024,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,55.01,46.0,69.93,41.32,69.34,57.1,20.46
2024,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,54.29,47.0,65.47,40.89,66.9,63.14,26.9
2024,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,54.18,48.0,75.92,39.2,62.5,52.44,19.04
2024,IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,54.17,49.0,64.01,39.61,72.26,54.45,31.85
2024,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,54.16,50.0,59.41,53.01,57.76,67.1,21.83
2024,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,53.13,51.0,77.82,23.52,66.88,61.08,32.27
2024,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52.96,52.0,66.39,43.42,51.75,65.57,30.99
2024,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,52.85,53.0,70.74,60.0,35.67,64.13,0.9
2024,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,52.54,54.0,58.61,35.88,74.96,58.35,33.72
2024,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,52.28,55.0,60.91,43.86,74.16,49.8,10.42
2024,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,52.12,56.0,67.6,37.45,57.59,60.23,30.56
2024,IR-E-C-6379,Netaji Subhas University of Technology (NSUT),Delhi,Delhi,51.52,57.0,71.65,25.79,74.93,49.75,23.16
2024,IR-E-U-0374,Dr. B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,51.11,58.0,67.16,37.36,60.13,60.22,16.97
2024,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,SURAT,Gujarat,51.04,59.0,63.02,39.62,67.0,54.88,13.5
2024,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,50.65,60.0,58.52,36.58,75.07,52.94,18.17
2024,IR-E-U-0844,Indian Institute of Technology Tirupati,YERPEDU,Andhra Pradesh,50.58,61.0,79.07,20.7,64.08,53.1,25.2
2024,IR-E-U-0906,Indian Institute of Technology Jammu,Jammu,Jammu and Kashmir,50.53,62.0,79.45,27.27,60.0,52.87,12.16
2024,IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,50.37,63.0,74.1,35.43,56.91,56.59,4.73
2024,IR-E-U-0878,Indian Institute of Technology Palakkad,Palakkad,Kerala,50.24,64.0,74.88,21.37,62.91,65.44,22.36
2024,IR-E-U-0749,"Manipal University, Jaipur",Jaipur,Rajasthan,50.24,64.0,70.54,37.46,52.43,68.77,4.73
2024,IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,50.05,66.0,66.73,38.18,51.34,70.34,12.83
2024,IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,49.92,67.0,68.19,24.56,59.97,46.77,54.15
2024,IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,49.82,68.0,71.91,32.09,60.88,60.89,3.49
2024,IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,49.8,69.0,61.27,48.05,58.19,46.62,7.1
2024,IR-E-U-0042,University of Hyderabad,Hyderabad,Telangana,49.3,70.0,65.91,50.73,44.75,46.87,6.72
2024,IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,48.88,71.0,57.83,40.8,65.98,56.96,3.91
2024,IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,48.86,72.0,57.75,34.21,70.28,60.62,11.47
2024,IR-E-U-0946,Indian Institute of Technology Bhilai,Raipur,Chhattisgarh,48.8,73.0,76.71,19.93,65.71,59.2,7.48
2024,IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,48.61,74.0,66.49,22.92,68.42,58.93,22.1
2024,IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,48.33,75.0,67.96,25.27,62.62,56.0,22.36
2024,IR-E-U-0384,Sant Longowal Institute of Engineering and Technology,Longowal,Punjab,48.22,76.0,78.75,25.46,49.36,65.02,5.93
2024,IR-E-C-41593,COEP Technological University,Pune,Maharashtra,47.89,77.0,64.95,21.48,67.24,51.61,33.51
2024,IR-E-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,47.86,78.0,64.78,21.0,73.66,72.16,1.78
2024,IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,47.76,79.0,62.6,30.19,67.16,58.61,6.33
2024,IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,47.43,80.0,77.55,14.26,69.08,59.78,0.9
2024,IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,46.79,81.0,49.88,37.75,65.87,52.63,20.74
2024,IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,46.69,82.0,63.57,25.62,65.58,58.84,9.34
2024,IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,46.53,83.0,66.04,23.5,63.87,47.69,21.28
2024,IR-E-U-0739,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,46.39,84.0,73.11,21.42,53.6,69.58,3.49
2024,IR-E-U-0105,Indraprastha Institute of Information Technology,New Delhi,Delhi,46.32,85.0,54.3,31.67,71.72,44.34,17.57
2024,IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,46.23,86.0,61.79,36.98,44.86,69.15,7.1
2024,IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,45.84,87.0,46.98,24.94,80.61,54.41,27.14
2024,IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,45.78,88.0,67.36,23.69,57.0,56.49,14.15
2024,IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,45.64,89.0,57.82,30.18,62.52,52.14,15.43
2024,IR-E-C-24004,AU College of Engineering (A),Visakhapatnam,Andhra Pradesh,45.6,90.0,70.81,12.34,65.9,68.52,6.33
2024,IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,45.43,91.0,66.88,22.57,54.55,64.37,12.49
2024,IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,45.4,92.0,54.72,42.53,45.81,65.88,4.73
2024,IR-E-U-0217,Christ University,Bengaluru,Karnataka,45.02,93.0,60.99,38.9,34.41,61.52,20.18
2024,IR-E-U-0373,Chitkara University,Rajpura,Punjab,44.82,94.0,52.61,36.19,51.54,64.91,13.82
2024,IR-E-U-0223,"Jain University, Bangalore",Bengaluru,Karnataka,44.61,95.0,65.07,32.16,44.07,61.19,5.13
2024,IR-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,44.55,96.0,76.2,4.85,57.48,74.22,13.17
2024,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,44.38,97.0,61.77,21.98,58.16,66.58,9.7
2024,IR-E-C-19754,SR University,Warangal,Telangana,44.29,98.0,71.12,16.67,53.31,63.59,9.34
2024,IR-E-C-1269,R.V. College of Engineering,Bengaluru,Karnataka,44.26,99.0,67.53,16.67,58.98,52.15,19.9
2024,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,43.95,100.0,66.69,15.31,61.78,59.8,10.06
