Year,Institute_ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
2017,IR17-I-2-18243,Indian Institute of Science Bangalore,Bengaluru,Karnataka,83.28,1.0,83.11,87.59,87.97,61.48,83.33
2017,IR17-I-2-1-319,Jawaharlal Nehru University,New Delhi,Delhi,61.53,2.0,62.11,33.96,98.71,82.4,47.27
2017,IR17-I-2-18500,Banaras Hindu University,Varanasi,Uttar Pradesh,58.92,3.0,47.85,49.96,94.36,62.97,44.01
2017,IR17-I-2-30673,Jawaharlal Nehru Centre for Advanced Scientific Research,Bengaluru,Karnataka,58.25,4.0,78.28,51.93,68.79,47.44,6.92
2017,IR17-I-2-10326,Jadavpur University,Kolkata,West Bengal,57.32,5.0,48.64,54.09,91.42,53.37,28.81
2017,IR17-I-2-18292,Anna University,Chennai,Tamil Nadu,56.5,6.0,46.25,54.58,79.31,60.01,43.94
2017,IR17-I-2-1-2813521158,University of Hyderabad,Hyderabad,Telangana,56.3,7.0,57.3,42.77,78.79,78.13,27.06
2017,IR17-I-2-18552,University of Delhi,Delhi,Delhi,55.37,8.0,43.48,56.61,82.06,58.6,30.76
2017,IR17-I-2-18267,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,54.7,9.0,62.9,39.49,65.77,82.17,26.12
2017,IR17-I-2-1-618,Savitribai Phule Pune University,Pune,Maharashtra,52.81,10.0,56.39,35.03,85.13,72.26,11.2
2017,IR17-I-2-18189,Aligarh Muslim University,Aligarh,Uttar Pradesh,52.74,11.0,58.56,36.2,87.43,51.55,16.62
2017,IR17-I-2-1-2814289415,Jamia Millia Islamia,New Delhi,Delhi,51.75,12.0,58.98,27.99,81.63,83.55,9.73
2017,IR17-I-2-18599,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,51.46,13.0,54.83,31.26,73.88,58.5,49.96
2017,IR17-I-2-18572,Vellore Institute of Technology,Vellore,Tamil Nadu,51.36,14.0,41.65,42.87,75.57,75.99,32.95
2017,IR17-I-2-1-243,Indian Agricultural Research Institute,New Delhi,Delhi,51.2,15.0,58.22,33.6,74.11,76.79,11.52
2017,IR17-I-2-18606,Calcutta University,Kolkata,West Bengal,48.9,16.0,36.34,44.1,95.76,39.02,17.15
2017,IR17-I-2-15598,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,48.84,17.0,77.67,12.56,75.33,63.48,3.53
2017,IR17-I-2-18364,Manipal Academy of Higher Education-Manipal,Manipal,Karnataka,48.27,18.0,64.76,29.31,58.66,55.51,27.67
2017,IR17-I-2-18581,Visva Bharati,Kolkata,West Bengal,48.19,19.0,53.56,25.23,86.74,67.26,4.71
2017,IR17-I-2-1-624,Siksha`O` Anusandhan University,Bhubaneswar,Odisha,46.72,20.0,63.31,17.17,66.02,78.18,15.57
2017,IR17-I-2-18230,Homi Bhabha National Institute,Mumbai,Maharashtra,46.45,21.0,79.17,8.75,66.98,58.08,8.7
2017,IR17-I-2-18559,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,46.45,21.0,59.33,23.12,63.42,86.49,3.79
2017,IR17-I-2-18414,Osmania University,Hyderabad,Telangana,45.52,23.0,46.63,20.56,91.98,58.41,11.16
2017,IR17-I-1-30713,"Punjab Agricultural University, Ludhiana",Ludhiana,Punjab,44.99,24.0,77.94,16.51,57.2,48.44,3.83
2017,IR17-I-2-18261,Institute of Chemical Technology,Mumbai,Maharashtra,44.95,25.0,41.33,36.82,69.31,55.73,20.69
2017,IR17-I-2-17784,Jamia Hamdard,New Delhi,Delhi,44.84,26.0,52.44,27.86,73.99,57.57,1.87
2017,IR17-I-2-30702,Gauhati University,Guwahati,Assam,44.42,27.0,50.65,16.84,89.89,59.41,2.48
2017,IR17-I-2-18567,Bharathiar University,Coimbatore,Tamil Nadu,44.29,28.0,45.67,35.58,63.73,62.6,9.11
2017,IR17-I-2-18317,Kerala University,Thiruvananthapuram,Kerala,43.95,29.0,50.61,14.62,89.18,64.47,0.89
2017,IR17-I-2-10563,Tezpur University,Tezpur,Assam,43.78,30.0,51.89,28.83,62.76,63.05,7.09
2017,IR17-I-1-700,TATA Institute of Social Sciences,Mumbai,Maharashtra,43.71,31.0,51.92,6.59,76.5,85.16,23.31
2017,IR17-I-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu,43.5,32.0,43.1,31.09,68.04,65.18,11.1
2017,IR17-I-2-1-2814248400,Panjab University,Chandigarh,Chandigarh,43.13,33.0,36.7,40.79,66.18,47.4,18.99
2017,IR17-I-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu,43.07,34.0,45.8,25.07,64.33,78.65,10.8
2017,IR17-I-1-1-249,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,43.06,35.0,69.46,11.63,51.78,70.33,13.45
2017,IR17-I-2-1-457,Mysore University,Mysore,Karnataka,42.83,36.0,41.59,20.1,93.17,53.51,3.44
2017,IR17-I-2-18424,Pondicherry University,Puducherry,Pondicherry,42.7,37.0,44.07,26.33,72.73,65.61,4.67
2017,IR17-I-2-1-697,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,42.48,38.0,75.08,6.36,61.11,57.5,0.67
2017,IR17-I-2-1-661,Sri Ramachandra University,Chennai,Tamil Nadu,42.46,39.0,68.16,14.1,47.94,73.02,8.86
2017,IR17-I-2-18276,Anand Agricultural University,Anand,Gujarat,42.26,40.0,72.99,5.89,70.24,42.67,2.75
2017,IR17-I-2-18341,University of Madras,Chennai,Tamil Nadu,41.85,41.0,44.22,29.26,62.26,62.75,10.82
2017,IR17-I-2-1-668,Sri Venkateswara University,Tirupati,Andhra Pradesh,41.48,42.0,45.88,24.43,68.72,64.57,1.94
2017,IR17-I-2-1-31,Andhra University,Visakhapatnam,Andhra Pradesh,41.38,43.0,40.32,18.59,80.31,55.75,20.72
2017,IR17-I-2-18472,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,41.3,44.0,42.32,22.17,65.64,77.13,11.08
2017,IR17-I-2-1-299,Jagadguru Sri Shivarathreeshwara University,Mysore,Karnataka,41.18,45.0,55.34,10.32,61.55,76.67,14.99
2017,IR17-I-2-1-2813959492,Thapar University,Patiala,Punjab,40.78,46.0,39.35,29.05,70.16,49.1,13.17
2017,IR17-I-2-30671,Dr. D. Y. Patil Vidyapeeth Pune,Pune,Maharashtra,40.59,47.0,64.52,4.9,60.27,65.47,11.61
2017,IR17-I-2-18409,North Eastern Hill University,Shillong,Meghalaya,40.51,48.0,53.99,11.83,71.52,61.35,3.24
2017,IR17-I-2-1-336,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,40.47,49.0,46.39,12.75,68.53,69.17,20.95
2017,IR17-I-2-18214,Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,40.1,50.0,71.99,10.08,56.99,40.19,0.59
2017,IR17-I-2-1-178,Dr. Y.S.Parmar University of Horticulture & Forestry,Solan,Himachal Pradesh,39.54,51.0,68.64,4.39,65.58,44.54,0.64
2017,IR17-I-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh,39.17,52.0,38.5,23.36,63.06,61.86,18.06
2017,IR17-I-2-18508,Banasthali Vidyapith,Banasthali,Rajasthan,38.74,53.0,37.11,9.99,82.16,74.26,7.46
2017,IR17-I-2-18580,Bharati Vidyapeeth,Pune,Maharashtra,38.73,54.0,48.43,12.95,55.18,62.17,30.64
2017,IR17-I-2-18474,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,38.68,55.0,51.11,11.81,57.85,76.63,5.81
2017,IR17-I-2-1-33,Annamalai University,Annamalainagar,Tamil Nadu,38.59,56.0,39.03,26.87,68.64,47.19,3.67
2017,IR17-I-2-18607,Calicut University,Calicut,Kerala,38.45,57.0,50.3,8.81,72.68,57.08,4.74
2017,IR17-I-2-1-448,Mizoram University,Aizwal,Mizoram,38.36,58.0,52.31,5.27,70.52,69.93,0.03
2017,IR17-I-2-1-373,Kurukshetra University,Kurushetra,Haryana,38.26,59.0,43.43,13.44,79.64,50.37,2.33
2017,IR17-I-2-10933,Shiv Nadar University,Chithera,Uttar Pradesh,37.95,60.0,59.15,9.43,47.7,73.23,5.24
2017,IR17-I-2-21078,Symbiosis International University,Pune,Maharashtra,37.67,61.0,44.8,8.92,60.44,80.33,14.31
2017,IR17-I-2-1-N002,KLE Academy of Higher Education and Research,Belagavi,Karnataka,37.25,62.0,64.13,4.9,49.61,65.54,0.69
2017,IR17-I-2-1-2809340824,University of Jammu,Jammu Tawi,Jammu And Kashmir,37.23,63.0,44.96,17.36,71.1,42.5,0.59
2017,IR17-I-2-18200,Goa University-Goa,Goa,Goa,37.16,64.0,43.69,11.65,68.15,64.16,5.09
2017,IR17-I-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu,37.13,65.0,45.32,20.13,43.86,72.48,14.69
2017,IR17-I-2-18305,Kalyani University,Kalyani,West Bengal,36.84,66.0,34.93,20.54,79.69,42.61,0.02
2017,IR17-I-2-18356,Mahatma Gandhi Unversity,Kottayam,Kerala,36.79,67.0,39.81,15.3,73.72,52.78,2.43
2017,IR17-I-2-18446,Rajasthan University of Veterinary & Animal Sciences,Bikaner,Rajasthan,36.78,68.0,58.97,1.52,61.19,63.32,0.6
2017,IR17-I-2-1-663,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh,36.75,69.0,53.99,3.64,61.44,70.84,0.94
2017,IR17-I-2-1-445,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,36.47,70.0,56.87,2.75,59.66,66.49,0.09
2017,IR17-I-2-18312,Karunya Institute of Technology and Sciences-Coimbatore,Coimbatore,Tamil Nadu,36.44,71.0,38.08,14.77,60.31,77.36,7.82
2017,IR17-I-2-1-2812766280,Dayalbagh Educational Institute,Agra,Uttar Pradesh,36.36,72.0,51.44,6.21,46.9,81.21,15.65
2017,IR17-I-2-1-351,University of Kashmir,Srinagar,Jammu And Kashmir,36.32,73.0,47.85,16.74,66.95,35.44,0.1
2017,IR17-I-2-1-159,Dibrugarh University,Dibrugarh,Assam,36.28,74.0,43.38,8.35,69.95,66.98,0.68
2017,IR17-I-2-18406,Nirma University,Ahmedabad,Gujarat,36.21,75.0,41.98,9.96,64.47,63.01,14.37
2017,IR17-I-2-18449,Rajiv Gandhi University,Rono Hills,Arunachal Pradesh,36.15,76.0,54.28,3.43,56.43,74.78,0.57
2017,IR17-I-2-18342,Madurai Kamraj University,Madurai,Tamil Nadu,36.04,77.0,43.14,25.87,47.93,54.17,3.33
2017,IR17-I-2-1-670,Sri Venkateswara Veterinary University,Tirupati,Andhra Pradesh,35.92,78.0,60.66,1.04,61.23,51.62,0.05
2017,IR17-I-2-1-570,Rajasthan University,Jaipur,Rajasthan,35.85,79.0,25.62,16.98,89.05,51.99,0.64
2017,IR17-I-2-18110,Guru Nanak Dev University,Amritsar,Punjab,35.83,80.0,28.85,25.31,72.44,46.25,4.65
2017,IR17-I-2-1-321,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,35.69,81.0,35.72,13.91,62.84,78.44,3.91
2017,IR17-I-2-12969,Guru Gobind Singh Indraprastha University,Dwarka,Delhi,35.6,82.0,42.18,14.29,58.33,66.52,3.37
2017,IR17-I-2-1-653,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry,35.5,83.0,60.12,4.67,35.08,86.23,4.34
2017,IR17-I-2-18407,NITTE University,Mangalore,Karnataka,35.5,83.0,56.23,4.89,46.39,74.89,3.95
2017,IR17-I-2-18422,Periyar University,Salem,Tamil Nadu,35.44,85.0,38.13,17.6,59.46,62.4,5.85
2017,IR17-I-2-18161,Cochin University of Science and Technology,Cochin,Kerala,35.42,86.0,40.34,16.39,62.76,56.64,1.89
2017,IR17-I-2-15640,Vidyasagar University,Midnapore,West Bengal,35.23,87.0,35.35,14.01,73.13,57.86,0.03
2017,IR17-I-2-30492,Bharathidasan University,Tiruchirappalli,Tamil Nadu,35.14,88.0,39.08,27.22,46.39,51.66,8.03
2017,IR17-I-2-1-2812182676,Gandhi Institute of Technology and Management (GITAM),Visakhapatnam,Andhra Pradesh,35.09,89.0,44.03,8.2,59.86,59.22,15.35
2017,IR17-I-2-18311,Karpagam Academy of Higher Education,Coimbatore,Tamil Nadu,34.86,90.0,50.69,8.94,51.21,63.92,3.39
2017,IR17-I-2-12265,The Gandhigram Rural Institute - Deemed University,Gandhigram,Tamil Nadu,34.56,91.0,39.88,15.06,58.14,57.62,6.91
2017,IR17-I-2-277952,Assam University-Silchar,Silchar,Assam,34.38,92.0,45.75,12.09,56.02,52.53,5.65
2017,IR17-I-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh,34.14,93.0,33.76,13.92,60.56,74.6,2.61
2017,IR17-I-2-1-541,PES University,Bengaluru,Karnataka,33.94,94.0,42.31,5.84,60.61,60.1,13.75
2017,IR17-I-2-18551,University of Allahabad,Allahabad,Uttar Pradesh,33.86,95.0,22.61,17.9,77.84,58.61,2.84
2017,IR17-I-2-1-N001,Sri Krishnadevaraya University,Anantapur,Andhra Pradesh,33.76,96.0,34.29,7.72,77.37,56.81,0.04
2017,IR17-I-2-18168,Alagappa University,Karaikudi,Tamil Nadu,33.66,97.0,38.56,18.92,49.32,61.29,4.17
