Year,Institute_ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
2016,NIRF-MGMT-1-2454188397,Fore School Of Management-New Delhi,NEW DELHI,Delhi,68.32,23,76.87,69.92,76.7,41.26,66.0
2016,NIRF-MGMT-1-2454048264,"Lal Bahadur Shastri Institute Of Managemenet, Delhi",DELHI,Delhi,68.18,24,79.51,75.34,86.44,40.41,27.0
2016,NIRF-MGMT-1-2451694143,Birla Institute Of Technology,RANCHI,Jharkhand,67.66,25,74.76,77.67,77.79,40.22,42.0
2016,NIRF-MGMT-1-2455080664,"Jaipuria Institute Of Management, Noida-Noida",NOIDA,Uttar Pradesh,67.51,26,75.7,69.59,82.23,58.61,28.0
2016,NIRF-MGMT-1-2452712334,Department Of Business Administration - Tezpur University,TEZPUR,Assam,66.41,27,90.06,63.12,62.46,57.1,25.0
2016,NIRF-MGMT-INF-349,"Indian Institute Of Management, Ranchi",Ranchi,Jharkhand,65.75,28,52.68,80.73,83.65,58.32,44.0
2016,NIRF-MGMT-512,"Institute Of Management, Nirma University",Ahmedabad,Gujarat,65.72,29,69.07,64.83,61.15,49.25,90.0
2016,NIRF-MGMT-1-2455815869,Xavier Institute Of Management & Entrepreneurship,BANGALORE,Karnataka,64.3,30,66.37,69.36,80.43,54.83,33.0
2016,NIRF-MGMT-1-2451664315,Great Lakes Institute Of Management,MANAMAI VILLAGE,Tamil Nadu,63.51,31,66.01,83.13,44.74,55.56,37.0
2016,NIRF-MGMT-1-2451156700,Itm University,GWALIOR,Madhya Pradesh,62.33,32,50.65,86.35,60.96,63.73,25.0
2016,NIRF-MGMT-1-2454344014,Ssn School Of Management,KALAVAKKAM,Tamil Nadu,61.76,33,63.91,70.17,62.7,58.88,33.0
2016,NIRF-MGMT-1-2456179118,Department Of Management Studies,TIRUCHIRAPPALLI,Tamil Nadu,60.65,34,46.38,76.39,76.72,59.03,35.0
2016,NIRF-MGMT-1-2450590646,Army Institute Of Management & Technology,GREATER NOIDA,Uttar Pradesh,60.48,35,62.85,62.31,75.18,38.86,58.0
2016,NIRF-MGMT-1-2451216613,Rajagiri College Of Social Sciences,COCHIN,Kerala,60.47,36,56.16,80.54,78.47,39.27,18.0
2016,NIRF-MGMT-1-2451335934,Rajagiri Business School,COCHIN,Kerala,59.82,37,62.86,74.93,82.42,35.04,9.0
2016,NIRF-MGMT-1-2450648844,Institute Of Public Enterprise-Hyderabad,HYDERABAD,Telangana,58.96,38,49.53,73.84,74.14,57.79,22.0
2016,NIRF-MGMT-1-2453420349,"Institute Of Management Technology, Nagpur",DORLI,Maharashtra,58.85,39,63.17,55.69,78.68,47.73,42.0
2016,NIRF-MGMT-380,Lingaya's University,Faridabad,Haryana,58.38,40,89.47,24.84,70.56,84.29,9.0
2016,NIRF-MGMT-1-2456228043,Sri Krishna College Of Engineering And Technology-Coimbatore,COIMBATORE,Tamil Nadu,57.77,41,61.22,62.08,49.65,74.48,22.0
2016,NIRF-MGMT-1-2449926375,Adhiyamaan College Of Engineering (Mba Programme),HOSUR,Tamil Nadu,56.44,42,51.53,50.01,71.83,74.28,41.0
2016,NIRF-MGMT-1-2454753072,Jagan Institute Of Management Studies Technical Campus,DELHI,Delhi,55.6,43,57.09,67.37,42.77,54.8,36.0
2016,NIRF-MGMT-1-2455095630,B.N. College Of Engineering & Technology(Bncet),LUCKNOW,Uttar Pradesh,55.52,44,65.74,61.85,38.76,50.21,39.0
2016,NIRF-MGMT-1-2451259979,Entrepreneurship Development Institute Of India,BHAT,Gujarat,54.69,45,59.86,73.95,31.34,46.32,29.0
2016,NIRF-MGMT-1-2452540136,Institute Of Management & Entrepreneurship Development-Pune,PUNE,Maharashtra,54.04,46,61.97,31.11,69.21,71.8,50.0
2016,NIRF-MGMT-1-2449925164,Rvs Technical Campus,COIMBATORE,Tamil Nadu,53.95,47,56.99,70.1,27.35,72.38,9.0
2016,NIRF-MGMT-INF-NEW13,University School Of Management,Kurushetra,Haryana,53.33,48,39.18,66.16,69.17,66.36,14.0
2016,NIRF-MGMT-1-2453263517,"Jaipuria Isntitute Of Management, Lucknow-Lucknow",LUCKNOW,Uttar Pradesh,52.85,49,73.41,26.61,79.74,53.24,29.0
2016,NIRF-MGMT-1-2455861012,Scms School Of Technology & Management (Mba)-Cochin,COCHIN,Kerala,52.13,50,58.1,44.33,71.02,62.36,14.0
2017,IR17-MGMT-1-18698,Indian Institute of Management Ahmedabad,Ahmedabad,Gujarat,78.96,1,90.71,51.44,90.36,85.77,96.73
2017,IR17-MGMT-1-1-217,Indian Institute of Management Bangalore,Bengaluru,Karnataka,78.82,2,84.48,62.56,91.33,87.05,77.37
2017,IR17-MGMT-1-18700,Indian Institute of Management Calcutta,Kolkata,West Bengal,76.6,3,90.96,48.43,98.27,80.66,70.61
2017,IR17-MGMT-1-18704,Indian Institute of Management Lucknow,Lucknow,Uttar Pradesh,71.58,4,84.81,45.72,90.61,88.72,54.34
2017,IR17-MGMT-1-18703,Indian Institute of Management Kozhikode,Kozhikode,Kerala,65.41,5,79.51,36.43,89.49,77.49,49.85
2017,IR17-MGMT-2-1-79,Indian Institute of Technology Delhi,New Delhi,Delhi,64.51,6,57.81,83.82,69.82,58.59,22.0
2017,IR17-MGMT-2-18630,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,63.12,7,54.56,70.62,82.38,71.74,19.15
2017,IR17-MGMT-2-18677,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,62.46,8,58.23,72.93,79.69,61.93,9.84
2017,IR17-MGMT-1-15637,Xavier Labour Relations Institute (XLRI),Jamshedpur,Jharkhand,61.08,9,84.78,23.89,91.33,57.88,44.24
2017,IR17-MGMT-1-1-231,Indian Institute of Management Indore,Indore,Madhya Pradesh,59.59,10,66.15,32.09,88.02,84.78,40.28
2017,IR17-MGMT-2-18248,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,57.19,11,79.59,44.28,68.57,47.06,16.06
2017,IR17-MGMT-2-1-NEW5,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra,55.74,12,76.38,24.65,83.04,74.75,13.57
2017,IR17-MGMT-1-1-18708,Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu,55.46,13,77.37,12.15,85.2,81.63,34.11
2017,IR17-MGMT-1-1-348,Indian Institute of Management Raipur,Raipur,Chhattisgarh,54.8,14,78.16,19.78,84.56,68.88,16.16
2017,IR17-MGMT-1-18709,Indian Institute of Management Udaipur,Udaipur,Rajasthan,53.77,15,74.85,16.11,80.12,90.63,14.11
2017,IR17-MGMT-1-16147,Management Development Institute,Gurgaon,Haryana,53.12,16,78.11,15.84,89.08,53.1,18.11
2017,IR17-MGMT-2-18572,Vellore Institute of Technology,Vellore,Tamil Nadu,51.83,17,59.74,33.97,64.27,79.33,29.36
2017,IR17-MGMT-1-1-2809233566,S. P. Jain Institute of Management & Research,Mumbai,Maharashtra,51.42,18,66.39,18.97,88.48,55.65,25.45
2017,IR17-MGMT-1-1-350,Indian Institute of Management Rohtak,Rohtak,Haryana,51.16,19,63.67,26.86,81.84,69.04,7.35
2017,IR17-MGMT-1-1-347,Indian Institute of Management Kashipur,Kashipur,Uttarakhand,51.07,20,77.81,7.97,82.97,75.17,12.26
2017,IR17-MGMT-1-18710,Rajiv Gandhi Indian Institute of Management,Shillong,Meghalaya,50.44,21,78.22,7.68,83.07,66.8,13.84
2017,IR17-MGMT-2-1-336,Kalinga Institute of Industrial Technology,Bhubneshwar,Odisha,50.43,22,69.11,15.48,77.6,70.6,24.83
2017,IR17-MGMT-2-18292,Anna University,Chennai,Tamil Nadu,49.81,23,49.78,61.17,46.32,44.65,27.9
2017,IR17-MGMT-1-1-2812245434,"Institute of Management Technology, Ghaziabad",Ghaziabad,Uttar Pradesh,48.77,24,57.23,27.33,82.51,62.6,6.44
2017,IR17-MGMT-1-1-349,Indian Institute of Management Ranchi,Ranchi,Jharkhand,48.7,25,64.12,7.5,84.81,85.69,16.81
2017,IR17-MGMT-1-2811179135,PSG College of Technology,Coimbatore,Tamil Nadu,48.32,26,61.27,22.24,72.09,59.7,28.79
2017,IR17-MGMT-1-1-2813919609,International Management Institute,New Delhi,Delhi,48.23,27,70.4,17.11,75.72,59.69,8.75
2017,IR17-MGMT-2-18500,Banaras Hindu University,Varanasi,Uttar Pradesh,47.96,28,68.07,16.1,70.78,72.57,12.94
2017,IR17-MGMT-1-1-2813047178,Institute of Rural Management Anand,Anand,Gujarat,47.83,29,67.85,8.1,80.92,82.1,6.51
2017,IR17-MGMT-1-18239,Indian Institute of Foreign Trade,New Delhi,Delhi,46.79,30,55.34,22.58,72.16,55.03,34.93
2017,IR17-MGMT-2-18406,Nirma University,Ahmedabad,Gujarat,45.81,31,71.75,6.29,69.7,62.01,22.63
2017,IR17-MGMT-1-1-2811797143,Indian Institute of Forest Management,Bhopal,Madhya Pradesh,44.96,32,72.47,3.18,69.99,67.37,15.26
2017,IR17-MGMT-2-18584,Xavier University,Bhuabaneswar,Odisha,44.85,33,54.06,21.69,82.08,47.74,9.35
2017,IR17-MGMT-2-18385,Narsee Monjee Institute of Management Studies -Mumbai,Mumbai,Maharashtra,44.81,34,52.22,16.33,76.89,65.04,23.58
2017,IR17-MGMT-2-12969,Guru Gobind Singh Indraprastha University,Dwarka,Delhi,44.51,35,61.43,18.42,70.98,59.7,3.77
2017,IR17-MGMT-1-1-2814097839,Fore School of Management,New Delhi,Delhi,44.51,35,70.46,5.87,80.25,52.79,2.82
2017,IR17-MGMT-1-15450,Goa Institute of Management,"Poriem, Sattari",Goa,44.06,37,66.57,2.75,81.36,65.2,4.69
2017,IR17-MGMT-1-16716,Institute for Financial Management and Research,Satyavedu,Andhra Pradesh,43.6,38,58.43,3.72,83.21,82.79,0.26
2017,IR17-MGMT-2-10563,Tezpur University,Tezpur,Assam,43.29,39,56.73,12.35,75.47,68.95,5.85
2017,IR17-MGMT-1-15764,Bharati Vidyapeeth?s Institute of Management and Entrepreneurship Development,Pune,Maharashtra,42.85,40,65.65,2.24,62.89,70.21,28.76
2017,IR17-MGMT-1-1-2809771998,K.J. Somaiya Institute of Management Studies & Reserach,Mumbai,Maharashtra,42.17,41,63.16,5.6,75.52,47.95,16.44
2017,IR17-MGMT-2-1-2811092269,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,42.08,42,58.21,7.06,64.4,71.17,25.0
2017,IR17-MGMT-1-1-2812648366,"Jaipuria Institute of Management, Noida",Noida,Uttar Pradesh,41.92,43,66.3,4.56,75.02,50.06,6.49
2017,IR17-MGMT-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu,41.9,44,59.91,9.0,71.11,64.32,5.79
2017,IR17-MGMT-1-1-2812588086,Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,41.76,45,59.56,6.9,74.88,59.98,8.39
2017,IR17-MGMT-1-14004,Prin. L.N. Welingkar Institute of Management Development & Research,Mumbai,Maharashtra,41.27,46,62.69,5.06,73.72,54.08,7.89
2017,IR17-MGMT-1-15717,MIT School of Telecom Management,Pune,Maharashtra,40.94,47,60.37,0.12,73.76,79.87,0.48
2017,IR17-MGMT-2-18625,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,40.51,48,47.67,22.86,51.31,80.58,10.3
2017,IR17-MGMT-1-2811862299,"International Management Institute, Kolkata",Kolkata,West Bengal,40.4,49,67.42,12.58,56.58,48.85,1.92
2017,IR17-MGMT-1-1-2811763720,Xavier Institute of Management & Entrepreneurship,Bengaluru,Karnataka,40.07,50,49.39,0.15,78.36,84.82,10.56
2018,IR-1-M-M-S-8890,Indian Institute of Management Ahmedabad,Ahmedabad,Gujarat,79.18,1,90.82,53.89,97.25,63.26,99.87
2018,IR-1-M-M-S-8903,Indian Institute of Management Bangalore,Bengaluru,Karnataka,77.33,2,84.71,51.19,97.95,69.65,100.0
2018,IR-1-M-M-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,77.08,3,90.68,53.26,96.41,66.63,79.46
2018,IR-1-M-M-S-8959,Indian Institute of Management Lucknow,Lucknow,Uttar Pradesh,68.63,4,83.98,39.15,94.76,60.51,67.01
2018,IR-3-M-OEM-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,66.8,5,66.85,71.74,88.54,45.91,29.19
2018,IR-1-M-M-S-8909,Indian Institute of Management Kozhikode,Kozhikode,Kerala,65.21,6,81.02,33.89,94.61,51.18,66.86
2018,IR-5-M-OEMAL-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,63.36,7,59.83,75.11,76.82,55.96,19.19
2018,IR-3-M-OEM-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,63.31,8,57.83,80.25,63.8,61.98,29.19
2018,IR-4-M-OEMA-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,62.95,9,54.66,79.72,79.52,50.94,16.38
2018,IR-1-M-M-S-132,Xavier Labour Relations Institute,Jamshedpur,Jharkhand,62.66,10,86.06,27.07,95.61,54.57,41.44
2018,IR-1-M-M-S-8918,Indian Institute of Management Indore,Indore,Madhya Pradesh,60.28,11,68.97,33.51,93.61,59.3,48.94
2018,IR-1-M-M-I-1170,Management Development Institute,Gurgaon,Haryana,59.59,12,77.67,30.32,94.8,60.08,22.24
2018,IR-2-M-OM-S-8942,Indian Institute of Management Udaipur,Udaipur,Rajasthan,59.07,13,80.24,29.85,86.46,68.86,18.73
2018,IR-3-M-OEM-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra,57.02,14,75.28,35.32,86.26,55.66,10.13
2018,IR-1-M-M-S-8948,Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu,55.85,15,75.65,13.34,87.85,57.79,58.06
2018,IR-1-M-M-N-16,Great Lakes Institute of Management,Chennai,Tamil Nadu,55.25,16,82.19,16.42,85.63,67.98,17.34
2018,IR-3-M-OEM-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,53.43,17,72.68,40.84,66.02,46.37,15.4
2018,IR-1-M-M-C-19343,Symbiosis Institute of Business Management,Pune,Maharashtra,52.8,18,72.37,9.33,94.27,66.26,28.11
2018,IR-1-M-M-I-1044,S. P. Jain Institute of Management & Research,Mumbai,Maharashtra,52.31,19,68.5,16.83,96.0,58.24,16.86
2018,IR-1-M-M-S-8967,Indian Institute of Management Kashipur,Kashipur,Uttarakhand,51.2,20,75.51,15.24,89.18,51.34,10.13
2018,IR-1-M-M-S-8868,Indian Institute of Management Raipur,Raipur,Chhattisgarh,51.17,21,57.68,25.44,89.86,64.92,17.81
2018,IR-2-M-OM-U-0012,ICFAI Foundation for Higher Education,Hyderabad,Telangana,51.16,22,66.42,24.96,79.55,71.73,6.61
2018,IR-1-M-M-U-0102,Indian Institute of Foreign Trade,New Delhi,Delhi,51.11,23,65.86,18.89,81.01,58.68,36.07
2018,IR-6-M-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,51.03,24,70.34,14.8,85.83,69.76,13.37
2018,IR-1-M-M-I-1064,International Management Institute New Delhi,New Delhi,Delhi,50.94,25,71.92,19.63,80.91,62.81,10.13
2018,IR-1-M-M-S-8937,Rajiv Gandhi Indian Institute of Management,Shillong,Meghalaya,50.53,26,77.31,6.45,92.16,55.35,14.4
2018,IR-1-M-M-S-8895,Indian Institute of Management Rohtak,Rohtak,Haryana,50.33,27,53.21,33.93,88.24,52.01,13.37
2018,IR-4-M-OEMA-U-0439,Anna University,Chennai,Tamil Nadu,50.28,28,48.6,47.66,57.9,51.53,46.67
2018,IR-3-M-OEM-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,50.11,29,53.73,50.09,62.99,48.21,15.4
2018,IR-5-M-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,49.31,30,70.84,18.43,77.91,61.68,7.82
2018,IR-1-M-M-S-394,Institute of Management Technology,Ghaziabad,Uttar Pradesh,48.59,31,58.38,26.21,82.87,57.49,8.99
2018,IR-1-M-M-S-331,Loyola Institute of Business Administration,Chennai,Tamil Nadu,47.47,32,69.39,1.45,85.04,53.66,38.41
2018,IR-3-M-OEM-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.37,33,59.62,22.65,72.43,51.04,30.94
2018,IR-5-M-OEMAL-U-0108,Jamia Millia Islamia,New Delhi,Delhi,47.08,34,62.14,24.75,70.39,65.33,4.09
2018,IR-1-M-M-I-1238,Institute for Financial Management and Research,Satyavedu,Andhra Pradesh,47.08,34,70.87,6.68,85.51,67.19,0.0
2018,IR-2-M-OM-U-0715,Xavier University,Bhuabaneswar,Odisha,46.76,36,59.11,18.22,89.56,46.88,9.56
2018,IR-1-M-M-I-1066,Fore School of Management,New Delhi,Delhi,46.06,37,72.01,6.61,81.31,55.05,7.22
2018,IR-4-M-MAPC-U-0379,Lovely Professional University,Jalandhar,Punjab,44.75,38,61.13,21.31,60.51,75.75,3.44
2018,IR-3-M-OMD-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,44.72,39,65.9,11.31,73.07,50.28,19.19
2018,IR-1-M-M-S-8904,Indian Institute of Management Ranchi,Ranchi,Jharkhand,44.21,40,55.34,6.46,90.4,58.55,17.34
2018,IR-1-M-M-I-1058,Indian Institute of Forest Management,Bhopal,Madhya Pradesh,43.81,41,71.38,1.49,74.51,56.64,13.89
2018,IR-6-M-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,43.8,42,57.4,19.81,75.82,46.38,8.41
2018,IR-1-M-M-S-92,Institute of Rural Management Anand,Anand,Gujarat,43.62,43,66.66,4.29,83.98,44.64,10.69
2018,IR-5-M-OEMAP-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,43.21,44,58.86,26.85,52.06,54.96,15.89
2018,IR-1-M-M-S-354,Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,43.11,45,60.08,5.2,77.69,62.95,16.86
2018,IR-2-M-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,43.05,46,69.87,6.88,65.27,69.14,0.71
2018,IR-2-M-OM-C-32873,Lal Bahadur Shastri Institute of Management,Delhi,Delhi,42.99,47,67.63,2.39,79.92,55.94,4.09
2018,IR-6-M-OEMALP-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,42.78,48,62.2,20.67,52.14,69.5,5.37
2018,IR-7-M-OEMALDC-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,42.71,49,59.39,22.51,68.9,38.93,4.74
2018,IR-1-M-M-C-35429,Institute of Management and Entrepreneurship Development,Pune,Maharashtra,42.48,50,66.16,0.35,69.38,69.64,16.86
2019,IR-M-S-8903,Indian Institute of Management Bangalore,Bengaluru,Karnataka,81.34,1,92.85,55.03,98.35,73.09,100.0
2019,IR-M-S-8890,Indian Institute of Management Ahmedabad,Ahmedabad,Gujarat,80.61,2,90.74,57.76,98.1,68.12,96.32
2019,IR-M-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,79.05,3,90.14,54.16,96.07,71.52,94.02
2019,IR-M-S-8959,Indian Institute of Management Lucknow,Lucknow,Uttar Pradesh,67.29,4,85.37,34.53,93.01,57.55,69.57
2019,IR-M-S-8918,Indian Institute of Management Indore,Indore,Madhya Pradesh,67.01,5,83.11,37.44,93.21,70.21,51.93
2019,IR-M-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,66.64,6,57.85,67.03,87.58,71.1,45.52
2019,IR-M-S-132,Xavier Labour Relations Institute,Jamshedpur,Jharkhand,65.33,7,87.21,28.94,98.07,62.24,46.56
2019,IR-M-S-8909,Indian Institute of Management Kozhikode,Kozhikode,Kerala,64.82,8,80.83,31.43,93.89,54.39,69.22
2019,IR-M-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,62.89,9,58.57,66.99,71.84,65.12,43.37
2019,IR-M-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,62.74,10,62.77,54.34,88.26,56.18,43.37
2019,IR-M-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,62.11,11,59.23,70.37,78.97,60.18,14.17
2019,IR-M-I-1170,Management Development Institute,Gurugram,Haryana,61.89,12,79.5,35.44,94.59,63.77,21.13
2019,IR-M-S-8942,Indian Institute of Management Udaipur,Udaipur,Rajasthan,60.79,13,78.26,35.34,85.01,71.99,25.08
2019,IR-M-S-8948,Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu,59.15,14,79.3,16.92,88.47,63.49,62.38
2019,IR-M-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,58.4,15,68.33,36.09,77.8,63.04,52.11
2019,IR-M-I-1044,S. P. Jain Institute of Management & Research,Mumbai,Maharashtra,55.67,16,74.15,16.23,96.64,71.08,21.13
2019,IR-M-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,55.57,17,60.63,42.86,76.4,64.25,28.05
2019,IR-M-N-16,Great Lakes Institute of Management,Chennai,Tamil Nadu,55.09,18,81.04,15.96,84.93,69.56,20.37
2019,IR-M-S-8868,Indian Institute of Management Raipur,Raipur,Chhattisgarh,53.86,19,70.36,18.5,89.98,73.19,18.8
2019,IR-M-C-19343,Symbiosis Institute of Business Management,Pune,Maharashtra,53.56,20,74.85,8.75,94.47,67.17,28.69
2019,IR-M-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,53.56,20,74.13,16.01,90.0,70.06,15.06
2019,IR-M-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,53.37,22,66.41,45.54,59.92,52.34,25.76
2019,IR-M-S-8895,Indian Institute of Management Rohtak,Rohtak,Haryana,53.11,23,59.9,28.95,88.61,66.21,21.13
2019,IR-M-S-8937,Indian Institute of Management Shillong,Shillong,Meghalaya,53.01,24,76.57,8.47,92.23,54.9,35.62
2019,IR-M-S-8967,Indian Institute of Management Kashipur,Kashipur,Uttarakhand,52.76,25,75.23,18.57,85.9,60.66,13.73
2019,IR-M-U-0012,ICFAI Foundation for Higher Education,Hyderabad,Telangana,52.74,26,70.43,23.87,78.18,77.56,10.45
2019,IR-M-I-1064,International Management Institute New Delhi,New Delhi,Delhi,52.17,27,69.42,21.74,84.01,67.38,12.82
2019,IR-M-S-8904,Indian Institute of Management Ranchi,Ranchi,Jharkhand,51.02,28,65.06,8.27,91.02,68.32,39.92
2019,IR-M-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra,50.96,29,51.15,37.46,86.24,54.9,16.34
2019,IR-M-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.95,30,73.95,16.97,76.73,67.43,15.92
2019,IR-M-U-0102,Indian Institute of Foreign Trade,New Delhi,Delhi,50.56,31,65.64,15.32,85.76,58.31,32.87
2019,IR-M-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,49.94,32,72.05,41.34,49.23,35.6,25.08
2019,IR-M-S-156,T. A. Pai Management Institute,Manipal,Karnataka,48.55,33,58.97,19.19,85.0,66.75,14.17
2019,IR-M-U-0108,Jamia Millia Islamia,New Delhi,Delhi,48.42,34,64.0,22.83,72.93,69.86,7.95
2019,IR-M-N-34,Faculty of Management Studies,Delhi,Delhi,48.29,35,49.87,8.44,96.16,65.83,49.9
2019,IR-M-S-331,Loyola Institute of Business Administration,Chennai,Tamil Nadu,48.26,36,68.95,1.25,84.84,65.88,36.41
2019,IR-M-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.58,37,63.56,15.87,73.8,51.74,38.2
2019,IR-M-I-1066,Fore School of Management,New Delhi,Delhi,47.44,38,68.16,10.17,84.4,63.73,6.9
2019,IR-M-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,47.27,39,66.13,16.16,75.94,51.72,22.24
2019,IR-M-U-0146,Nirma University,Ahmedabad,Gujarat,47.22,40,76.19,9.25,72.15,64.67,6.9
2019,IR-M-S-394,Institute of Management Technology,Ghaziabad,Uttar Pradesh,46.81,41,55.22,20.94,81.61,63.96,12.36
2019,IR-M-U-0213,Alliance University,Bengaluru,Karnataka,46.53,42,69.11,7.4,81.38,65.11,7.95
